Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,random_matched_norm,64,7.67582231760025,0.6062276238440001,1.2182512879371643,0.03070583948243135,0.692225519567728,0.02402801715532025,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,sae,64,14.118498742580414,0.29637924445106445,1.4801320284605026,0.022198545421307662,0.9735778719186783,0.004680606517893103,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,sae_over_random_ratio,64,1.839346738160868,,1.2149644684281637,,1.4064460849791345,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,random_matched_norm,64,5.147409170866013,0.6870896057207957,,0.0,,0.0,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,sae,64,11.220200598239899,0.43319718428942006,,0.0,,0.0,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,sae_over_random_ratio,64,2.1797763157717234,,,,,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,random_matched_norm,64,1.01881480589509,0.0255485896675504,0.5767682939767838,0.008411717811155357,0.13447637297213078,0.0031288492896373544,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,sae,64,1.430937021970749,0.046829069043641196,0.5767456069588661,0.00841230746600601,0.19073235243558884,0.0063070152040981264,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,sae_over_random_ratio,64,1.4045114123695766,,0.9999606652824807,,1.4183335571901297,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,random_matched_norm,64,1.6561560556292534,0.0794848036219622,0.658253263682127,0.014777279981527803,0.2218186166137457,0.009793931837578797,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,sae,64,3.654431387782097,0.09213276526275066,0.9360928013920784,0.013437470932205601,0.4885857179760933,0.01009918966610417,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,sae_over_random_ratio,64,2.2065742991795556,,1.422086076954297,,2.2026362143754192,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,20,20,8,random_matched_norm,64,3.4403209686279297,0.21468270544523477,0.9142602272331715,0.024936764071331812,0.4064323157072067,0.02019698192993475,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,20,20,8,sae,64,5.419884204864502,0.20057023711714797,1.0936309173703194,0.016730704924755316,0.6454610750079155,0.010671100182582691,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,20,20,8,sae_over_random_ratio,64,1.5754007414680447,,1.196192161481177,,1.5881145520744093,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,24,24,12,random_matched_norm,64,5.1752744019031525,0.3423803346202246,1.0257284492254257,0.0370776654138009,0.5019571725279093,0.028573324668852193,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,24,24,12,sae,64,8.054275959730148,0.2778975171134218,1.2017300128936768,0.025619566874019773,0.7276131473481655,0.010655788269637626,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,24,24,12,sae_over_random_ratio,64,1.55629930593985,,1.1715868988533542,,1.449552247025038,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,28,28,16,random_matched_norm,64,6.345717877149582,0.44552278003717344,1.104633018374443,0.04052203348888005,0.5788647085428238,0.031099197374323692,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,28,28,16,sae,64,9.143835008144379,0.26769607823280145,1.2901987731456757,0.024845163124211228,0.8426064401865005,0.005488698831653079,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,28,28,16,sae_over_random_ratio,64,1.4409457188556383,,1.1679886004533049,,1.455618951633092,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,30,30,18,random_matched_norm,64,6.566599816083908,0.6334589368240507,1.1717188954353333,0.034358106832739994,0.6285409927368164,0.026817643084171245,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,30,30,18,sae,64,9.723719716072083,0.3275875540978814,1.3499633744359016,0.02235317843122244,0.8639274314045906,0.0035655928582056205,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,30,30,18,sae_over_random_ratio,64,1.480784574728504,,1.1521222194973177,,1.3744965585185556,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,final,9999,full,random_matched_norm,64,4.35414046049118,0.6246214412570386,,0.0,,0.0,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,final,9999,full,sae,64,7.836275160312653,0.5817353776396299,,0.0,,0.0,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,12,blocks.12.hook_resid_post,final,9999,full,sae_over_random_ratio,64,1.799729529035143,,,,,,14.92362904548645,0.5767686441540718,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,16,16,0,random_matched_norm,64,0.8588398098945618,0.01692388088911432,0.522169154137373,0.006349638949044302,0.11458125105127692,0.002247362442776316,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,16,16,0,sae,64,1.1972972229123116,0.04073217468137417,0.5221430100500584,0.006349980630327561,0.15760188177227974,0.0041583782309446635,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,16,16,0,sae_over_random_ratio,64,1.3940867774390915,,0.9999499317661577,,1.3754596002949069,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,20,20,4,random_matched_norm,64,2.338755890727043,0.10572932505459999,0.8037330321967602,0.019440711365630418,0.2989268898963928,0.012934045499175225,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,20,20,4,sae,64,4.726426661014557,0.1616040419008601,1.1900924444198608,0.03577206782294091,0.49106755293905735,0.012759142537607293,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,20,20,4,sae_over_random_ratio,64,2.020914914529735,,1.4807061508559682,,1.6427680798781934,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,24,24,8,random_matched_norm,64,3.7324766516685486,0.32087381209423665,0.9376495070755482,0.032792680975033954,0.40700700506567955,0.02229672709865806,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,24,24,8,sae,64,6.966027081012726,0.25858990611791155,1.1988869905471802,0.04153839768496907,0.5825461000204086,0.014830760549965839,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,24,24,8,sae_over_random_ratio,64,1.8663283741905434,,1.2786088847701849,,1.4312925644274894,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,28,28,12,random_matched_norm,64,4.968869239091873,0.5919847359308197,1.0344998240470886,0.03962550935222589,0.49725738912820816,0.02948026694180745,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,28,28,12,sae,64,7.948827803134918,0.2974704259394119,1.1716471165418625,0.035356322403848194,0.6566768810153008,0.014983918392838831,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,28,28,12,sae_over_random_ratio,64,1.5997256962607598,,1.1325735290686054,,1.320597532329458,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,30,30,14,random_matched_norm,64,5.227071940898895,0.7834182633645594,1.109780140221119,0.036132094216721755,0.5558687373995781,0.030185958328356206,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,30,30,14,sae,64,8.609454572200775,0.4225908531084653,1.2441826164722443,0.02673357089564691,0.7679470479488373,0.010230934157393835,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,30,30,14,sae_over_random_ratio,64,1.647089358927058,,1.1211072998876572,,1.3815258824257457,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,final,9999,full,random_matched_norm,64,3.3871693313121796,0.5871986109918766,,0.0,,0.0,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,final,9999,full,sae,64,6.041561931371689,0.5791713878932977,,0.0,,0.0,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,16,blocks.16.hook_resid_post,final,9999,full,sae_over_random_ratio,64,1.7836610279626042,,,,,,16.059188842773438,0.522168256342411,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,20,20,0,random_matched_norm,64,0.8236621916294098,0.038827198253275026,0.5282016098499298,0.009733760146798488,0.11688488814979792,0.003611472386545943,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,20,20,0,sae,64,1.2591054067015648,0.06629598835664738,0.5281904004514217,0.009733758735653481,0.16511134803295135,0.007664223613608687,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,20,20,0,sae_over_random_ratio,64,1.5286672370025136,,0.9999787781818551,,1.412597904199105,,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,random_matched_norm,64,1.8644460290670395,0.18938370676300714,0.7620406411588192,0.028485471415015756,0.2527419850230217,0.015179937885845865,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,sae,64,4.652367830276489,0.17980731486159712,1.0330911949276924,0.03883519979012645,0.43103115633130074,0.018800692196057792,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,sae_over_random_ratio,64,2.495308396030382,,1.3556904174516105,,1.705419684394894,,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,random_matched_norm,64,3.04825122654438,0.3661306560771988,0.9052390046417713,0.03912005077426564,0.3659302908927202,0.025557077416390486,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,sae,64,4.992410212755203,0.3822494446875691,1.0199647508561611,0.03299266002687252,0.529636587947607,0.017807124269620472,18.54959809780121,0.5282011777162552,16,8192
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,sae_over_random_ratio,64,1.637794867194985,,1.1267353103723032,,1.4473701716671512,,18.54959809780121,0.5282011777162552,16,8192
