Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,20,blocks.20.hook_resid_post,21,21,1,sae_over_feature_shuffle_ratio,64,1.2698813543962957,,1.2101614023916851,,1.095848498070815,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,22,22,2,feature_shuffled_matched_norm,64,3.069644121896653,0.21521668380862286,0.8563483991320171,0.018300109825834063,0.43443868841443745,0.016451209632366483,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,22,22,2,sae,64,4.665319586557056,0.1693968817780229,1.115703722787282,0.03510030383887543,0.44166039900174214,0.017098314452571827,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,22,22,2,sae_over_feature_shuffle_ratio,64,1.5198242536579374,,1.3028619238596624,,1.0166230834865597,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,feature_shuffled_matched_norm,64,5.659289413028294,0.24512125774678176,1.2089840495397175,0.023430379181483003,0.6832850509219699,0.012040506286539679,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,sae,64,4.644812652042934,0.1708434512546085,1.0222713133645436,0.042720741008495704,0.4257241156366136,0.02037654885799051,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,24,24,4,sae_over_feature_shuffle_ratio,64,0.8207413180442893,,0.8455622832689489,,0.623054924240148,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,25,25,5,feature_shuffled_matched_norm,64,6.643636385599772,0.24189642187128374,1.4145592205108157,0.02594186001713666,0.7863698270585802,0.0099441034790633,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,25,25,5,sae,64,4.707797966306171,0.20364810123597712,0.9870482304739574,0.03960881959939333,0.44064420698181034,0.01988005812858513,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,25,25,5,sae_over_feature_shuffle_ratio,64,0.7086176444741056,,0.6977779481848214,,0.5603523835979847,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,26,26,6,feature_shuffled_matched_norm,64,6.810530844188872,0.25954567533224115,1.4604860336061507,0.027768247218652703,0.8351901012753683,0.009448637605579324,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,26,26,6,sae,64,4.4721121560959585,0.24408626305261158,0.9714594171160743,0.040360391789701744,0.44136739675960845,0.02140664580982593,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,26,26,6,sae_over_feature_shuffle_ratio,64,0.6566466342211512,,0.6651617302477045,,0.5284633954420952,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,feature_shuffled_matched_norm,64,7.372148650033133,0.28834765813390034,1.5351036749188862,0.01959896609519504,0.8893547673074026,0.0064767876387119535,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,sae,64,4.866786911374047,0.3483183245111984,1.0106944735088046,0.03358310959289679,0.5247847698037587,0.01977300956968988,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,28,28,8,sae_over_feature_shuffle_ratio,64,0.6601585429713458,,0.6583884137742091,,0.5900736006538643,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,29,29,9,feature_shuffled_matched_norm,64,8.310904457455589,0.33272134491842315,1.7075283565218486,0.022570627671804917,0.9749124173134093,0.0071712602478153885,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,29,29,9,sae,64,5.034932681492397,0.41309305357907916,1.1377515963145666,0.03625397410730673,0.6489562363851638,0.019932206828470453,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,29,29,9,sae_over_feature_shuffle_ratio,64,0.605822471822021,,0.6663149059685959,,0.6656559346874551,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,feature_shuffled_matched_norm,64,7.927611282893589,0.4641537618209121,1.7239405919635107,0.01780108520408377,0.9308594257112534,0.005910949356294547,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,sae,64,4.666167664149451,0.461817374447,1.2613434961863927,0.034457041418696495,0.69617869267388,0.016813724018578537,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,30,30,10,sae_over_feature_shuffle_ratio,64,0.588596930101534,,0.7316629714889216,,0.7478881058135519,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,5.326497418539865,0.6420748055549168,,0.0,,0.0,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,sae,64,3.7907531904795815,0.5241238046411593,,0.0,,0.0,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,20,blocks.20.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,0.7116784056414184,,,,,,18.515477710300022,0.5244027934377156,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,feature_shuffled_matched_norm,64,1.062141187607296,0.1672932702021229,0.5460954147671896,0.019617341354161714,0.15228893217586337,0.020311137969158576,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,sae,64,1.410399520207965,0.12520911891247802,0.5460896709608654,0.019616042579330764,0.17675227967519608,0.017788548310535078,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,24,24,0,sae_over_feature_shuffle_ratio,64,1.3278832764080986,,0.9999894820462342,,1.1606377242903143,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,25,25,1,feature_shuffled_matched_norm,64,3.713141055334182,0.31467610653833833,0.8317418070066542,0.024088842510314266,0.415160034857099,0.02177618659741913,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,25,25,1,sae,64,1.818550978388105,0.18102497175296706,0.7277084986368815,0.03143719311853439,0.30111198198227657,0.024753878203419653,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,25,25,1,sae_over_feature_shuffle_ratio,64,0.4897608120153776,,0.8749211504178478,,0.7252913496018984,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,26,26,2,feature_shuffled_matched_norm,64,4.708483529469324,0.33653153576436506,0.9706142497441125,0.03013051305023258,0.5197515492401426,0.022446634068716127,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,26,26,2,sae,64,2.1261062489615545,0.22004713448747074,0.7756353039590139,0.03378254470263797,0.3276556593085092,0.02502563107905556,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,26,26,2,sae_over_feature_shuffle_ratio,64,0.4515479847502366,,0.7991179855060836,,0.6304082398359939,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,feature_shuffled_matched_norm,64,7.150797450353229,0.36161760156600337,1.2542677455478244,0.028002522991535814,0.718624560605912,0.014331886314328725,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,sae,64,4.034163766437107,0.24791326168085925,1.1261329007527185,0.05045253245350939,0.4078783884881035,0.027863272818697046,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,28,28,4,sae_over_feature_shuffle_ratio,64,0.5641557874412777,,0.8978409153468739,,0.5675820321868748,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,29,29,5,feature_shuffled_matched_norm,64,7.220376945677257,0.4281562667417274,1.4731741992254106,0.03219053860748649,0.8518528890988183,0.012753585718699213,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,29,29,5,sae,64,4.242363437773689,0.303588196867596,1.12681654142955,0.04974658921732279,0.4228487927762289,0.02678957659496343,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,29,29,5,sae_over_feature_shuffle_ratio,64,0.5875542883275,,0.7648902227734002,,0.4963871088393723,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,feature_shuffled_matched_norm,64,6.508046740577335,0.578644996195659,1.5197184029079618,0.026535523827635393,0.832910090211838,0.01162009121851161,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,sae,64,3.9889441142006525,0.4059358155764871,1.0403798534756614,0.03730431425404475,0.4722925873975905,0.024712752223609375,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,30,30,6,sae_over_feature_shuffle_ratio,64,0.6129249332721893,,0.6845872574056535,,0.5670390993552138,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,4.460248031313458,0.6732403036635247,,0.0,,0.0,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,sae,64,2.917520038665287,0.40557249630593084,,0.0,,0.0,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,24,blocks.24.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,0.6541160980695805,,,,,,22.61943829248822,0.5461264659488012,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,feature_shuffled_matched_norm,64,1.4559413781241766,0.2074083545634241,0.5647265636731708,0.02202739356945104,0.17218262193694947,0.023533205823477794,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,sae,64,1.873393215830364,0.15384986687857258,0.564701413351392,0.022028545296000627,0.18714333715892972,0.02054786055042807,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,28,28,0,sae_over_feature_shuffle_ratio,64,1.286722971115794,,0.9999554646028777,,1.0868886479580886,,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,29,29,1,feature_shuffled_matched_norm,64,3.431995880036127,0.3627899205891464,0.7550307673121256,0.02712749661430385,0.3474569571396661,0.026475890303338027,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,29,29,1,sae,64,2.4376586770254467,0.21817637732098805,0.8054395914077759,0.032686969454954196,0.35218084000405814,0.023851620733194533,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,29,29,1,sae_over_feature_shuffle_ratio,64,0.7102743599446822,,1.0667639337071035,,1.0135955915324877,,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,feature_shuffled_matched_norm,64,3.6790163706219388,0.47646191062087245,0.8752087969628591,0.026030547727983105,0.45252813233269584,0.02502079332220949,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,sae,64,2.608312792248196,0.25920600930375726,0.9458573857943217,0.037600247400239185,0.42446416758355643,0.02347308181377126,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,30,30,2,sae_over_feature_shuffle_ratio,64,0.7089701511187514,,1.0807219820877334,,0.9379840439875526,,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,2.9229628415334794,0.5620981702450781,,0.0,,0.0,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,sae,64,3.0291391100202287,0.2822004970529839,,0.0,,0.0,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,28,blocks.28.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,1.0363248779553578,,,,,,28.313610228281174,0.56469050948582,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,30,30,0,feature_shuffled_matched_norm,64,1.2482174265952337,0.19236949367968442,0.5614233480559455,0.018724645379030323,0.1564946741102234,0.018655913933407663,31.99631769694979,0.5614208910200331,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,30,30,0,sae,64,1.8123075583624462,0.1307737722178607,0.5614121906341069,0.018725622917646415,0.17764650403507173,0.01662240344363469,31.99631769694979,0.5614208910200331,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,30,30,0,sae_over_feature_shuffle_ratio,64,1.4519165649736863,,0.9999801265446524,,1.1351600624437261,,31.99631769694979,0.5614208910200331,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,2.7893172010542853,0.5384289239735257,,0.0,,0.0,31.99631769694979,0.5614208910200331,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,final,9999,full,sae,64,1.1023168166478474,0.10914048280647909,,0.0,,0.0,31.99631769694979,0.5614208910200331,63,32256
Llama-3.1-8B,30,blocks.30.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,0.39519234894876853,,,,,,31.99631769694979,0.5614208910200331,63,32256
